x,y,time,weight,type,description
41.722353,-87.584377,1051,1,"THEFT","RETAIL THEFT"
41.760096,-87.576168,1050,1,"OTHER OFFENSE","TELEPHONE THREAT"
41.875273,-87.624251,1050,1,"THEFT","AUTOMOBILE"
41.658012,-87.597587,1048,1,"VANDALISM","TO PROPERTY"
41.773305,-87.653120,1026,1,"THEFT","$500 AND UNDER"
41.768365,-87.612911,1020,1,"THEFT","$500 AND UNDER"
41.733358,-87.661777,1020,1,"THEFT","OVER $500"
42.009752,-87.665799,1020,1,"VANDALISM","TO VEHICLE"
41.968314,-87.721308,1020,1,"ASSAULT","SIMPLE"
41.857918,-87.710304,1020,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.963265,-87.767994,1020,1,"VANDALISM","TO VEHICLE"
41.937114,-87.794445,1020,1,"ASSAULT","SIMPLE"
41.964104,-87.735748,1020,1,"THEFT","$500 AND UNDER"
41.970439,-87.650011,1020,1,"ASSAULT","SIMPLE"
41.969136,-87.713384,1014,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.851437,-87.646460,1010,1,"THEFT","ARMED - KNIFE / CUTTING INSTRUMENT"
41.867545,-87.700819,1000,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.894552,-87.712625,992,1,"NARCOTICS","POSSESS - HALLUCINOGENS"
41.881601,-87.657991,990,1,"THEFT","OVER $500"
41.895939,-87.719991,990,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.750670,-87.599103,988,1,"VANDALISM","TO VEHICLE"
41.833139,-87.615319,987,1,"ASSAULT","SIMPLE"
41.765406,-87.583657,986,1,"ASSAULT","SIMPLE"
42.006671,-87.666862,981,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.901625,-87.734575,975,1,"ASSAULT","SIMPLE"
41.707098,-87.628787,970,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.797505,-87.684539,970,1,"THEFT","AUTOMOBILE"
41.777099,-87.670234,967,1,"NARCOTICS","MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS"
41.882729,-87.773306,965,1,"THEFT","$500 AND UNDER"
41.760096,-87.576168,963,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.886799,-87.646923,960,1,"THEFT","AUTOMOBILE"
41.806667,-87.615534,960,1,"VANDALISM","TO VEHICLE"
41.772591,-87.703963,950,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.736431,-87.545816,946,1,"ASSAULT","AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON"
41.871883,-87.704315,937,1,"ASSAULT","AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY"
41.858665,-87.623950,930,1,"OTHER OFFENSE","TELEPHONE THREAT"
41.749350,-87.611629,930,1,"THEFT","AUTOMOBILE"
41.749036,-87.566188,920,1,"WEAPONS","UNLAWFUL POSSESSION - HANDGUN"
41.752603,-87.584433,916,1,"THEFT","ARMED - HANDGUN"
41.995093,-87.655542,915,1,"THEFT","OVER $500"
41.814322,-87.604477,915,1,"ASSAULT","SIMPLE"
41.745833,-87.601826,913,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.809672,-87.594292,910,1,"THEFT","OVER $500"
41.738676,-87.640042,900,1,"VANDALISM","TO PROPERTY"
41.762908,-87.629126,900,1,"OTHER OFFENSE","TELEPHONE THREAT"
41.958000,-87.729341,900,1,"THEFT","$500 AND UNDER"
41.943522,-87.802702,900,1,"VANDALISM","TO VEHICLE"
41.783273,-87.652655,900,1,"ASSAULT","SIMPLE"
41.882881,-87.698023,890,1,"ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT"
41.761848,-87.596963,887,1,"VANDALISM","TO VEHICLE"
41.743125,-87.605008,876,1,"ASSAULT","SIMPLE"
41.849141,-87.702721,875,1,"THEFT","$500 AND UNDER"
42.008613,-87.661900,870,1,"OTHER OFFENSE","OTHER CRIME AGAINST PERSON"
41.889603,-87.629598,870,1,"THEFT","FROM BUILDING"
41.700791,-87.634198,870,1,"VANDALISM","TO PROPERTY"
41.657275,-87.604230,870,1,"VANDALISM","TO VEHICLE"
41.783306,-87.614486,861,1,"THEFT","$500 AND UNDER"
41.843404,-87.715979,860,1,"THEFT","FORCIBLE ENTRY"
41.986106,-87.699257,860,1,"ASSAULT","SIMPLE"
41.894873,-87.762864,855,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.751255,-87.606920,854,1,"ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT"
41.776150,-87.615523,853,1,"ASSAULT","SIMPLE"
41.886976,-87.711185,850,1,"OTHER OFFENSE","TELEPHONE THREAT"
41.873185,-87.743795,844,1,"ASSAULT","SIMPLE"
41.836542,-87.621475,840,1,"THEFT","AUTOMOBILE"
41.923561,-87.799917,840,1,"THEFT","THEFT FROM MOTOR VEHICLE"
41.962737,-87.650664,840,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.832278,-87.611036,840,1,"THEFT","THEFT FROM MOTOR VEHICLE"
41.892017,-87.624165,840,1,"THEFT","FROM BUILDING"
41.788987,-87.741480,840,1,"ASSAULT","SIMPLE"
41.767735,-87.571449,840,1,"VANDALISM","TO VEHICLE"
41.801569,-87.739325,840,1,"THEFT","$500 AND UNDER"
41.970089,-87.762690,840,1,"VANDALISM","TO LAND"
41.932653,-87.652999,828,1,"ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON"
42.016530,-87.688857,825,1,"VANDALISM","TO PROPERTY"
41.888894,-87.761324,819,1,"OTHER OFFENSE","TELEPHONE THREAT"
41.776803,-87.670226,810,1,"THEFT","BURGLARY FROM MOTOR VEHICLE"
41.876462,-87.660447,796,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.937993,-87.807570,795,1,"ASSAULT","SIMPLE"
41.940407,-87.656555,795,1,"THEFT","FROM BUILDING"
41.940832,-87.644425,795,1,"ASSAULT","SIMPLE"
41.909616,-87.746756,790,1,"ASSAULT","SIMPLE"
41.892003,-87.628077,790,1,"ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT"
41.764452,-87.637081,783,1,"ASSAULT","SIMPLE"
41.878815,-87.671989,780,1,"THEFT","$500 AND UNDER"
41.796464,-87.602996,780,1,"FRAUD","FRAUD OR CONFIDENCE GAME"
41.765541,-87.582435,780,1,"ASSAULT","SIMPLE"
41.908431,-87.638510,780,1,"ASSAULT","SIMPLE"
41.755988,-87.623103,779,1,"OTHER OFFENSE","SEX OFFENDER - FAIL TO REGISTER"
41.886354,-87.620691,774,1,"FRAUD","FRAUD OR CONFIDENCE GAME"
41.807792,-87.703963,770,1,"THEFT","$500 AND UNDER"
41.752252,-87.619798,770,1,"VANDALISM","TO PROPERTY"
41.980911,-87.662478,765,1,"ASSAULT","SIMPLE"
41.884570,-87.681613,765,1,"ASSAULT","AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT"
41.993552,-87.682368,763,1,"OTHER OFFENSE","VIOLATE ORDER OF PROTECTION"
41.904198,-87.763898,755,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.659368,-87.597704,750,1,"THEFT","AUTOMOBILE"
41.878189,-87.749335,750,1,"THEFT","FORCIBLE ENTRY"
41.663463,-87.621295,748,1,"WEAPONS","UNLAWFUL POSSESSION - HANDGUN"
41.931635,-87.642039,742,1,"THEFT","FROM BUILDING"
41.871488,-87.705839,740,1,"FRAUD","EMBEZZLEMENT"
41.802302,-87.692812,740,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
42.019926,-87.673090,736,1,"NARCOTICS","POSSESSION OF DRUG EQUIPMENT"
41.934205,-87.687944,720,1,"VANDALISM","TO VEHICLE"
41.745070,-87.613546,720,1,"ASSAULT","SIMPLE"
41.858158,-87.728600,720,1,"OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS"
41.853378,-87.733329,720,1,"THEFT","$500 AND UNDER"
41.850896,-87.718634,720,1,"THEFT","OVER $500"
41.794373,-87.641118,720,1,"FRAUD","FINANCIAL IDENTITY THEFT $300 AND UNDER"
41.932398,-87.750376,720,1,"THEFT","BURGLARY FROM MOTOR VEHICLE"
41.939415,-87.694081,720,1,"VANDALISM","TO VEHICLE"
41.824063,-87.669016,715,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.711855,-87.649043,712,1,"THEFT","THEFT / RECOVERY - AUTOMOBILE"
41.885721,-87.747000,690,1,"NARCOTICS","MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS"
41.699293,-87.667544,690,1,"ASSAULT","SIMPLE"
41.691309,-87.621032,690,1,"NARCOTICS","POSSESS - HEROIN (WHITE)"
41.914304,-87.736245,689,1,"ASSAULT","SIMPLE"
41.809125,-87.631907,680,1,"THEFT","ARMED - KNIFE / CUTTING INSTRUMENT"
42.014216,-87.664229,676,1,"ASSAULT","SIMPLE"
41.698349,-87.647440,675,1,"VANDALISM","TO PROPERTY"
41.771478,-87.715837,671,1,"ASSAULT","SIMPLE"
41.931877,-87.719941,665,1,"VANDALISM","TO VEHICLE"
41.752557,-87.730065,660,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.782644,-87.636221,660,1,"THEFT","FORCIBLE ENTRY"
41.939216,-87.746878,660,1,"FRAUD","ILLEGAL USE CASH CARD"
41.754435,-87.582157,660,1,"VANDALISM","TO VEHICLE"
41.873156,-87.624642,660,1,"THEFT","BURGLARY FROM MOTOR VEHICLE"
41.987870,-87.660198,660,1,"ASSAULT","SIMPLE"
41.882764,-87.769846,650,1,"VANDALISM","TO PROPERTY"
41.851393,-87.723904,645,1,"ASSAULT","AGGRAVATED - HANDGUN"
41.896549,-87.773960,645,1,"THEFT","THEFT FROM MOTOR VEHICLE"
41.692834,-87.604319,638,1,"OTHER OFFENSE","VIOLATE ORDER OF PROTECTION"
41.749575,-87.557705,637,1,"ASSAULT","SIMPLE"
41.771116,-87.576435,636,1,"FRAUD","FINANCIAL IDENTITY THEFT OVER $ 300"
41.654331,-87.604311,635,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.796342,-87.590367,630,1,"VANDALISM","TO VEHICLE"
41.750835,-87.631200,623,1,"INTERFERENCE WITH PUBLIC OFFICER","RESIST / OBSTRUCT / DISARM OFFICER"
41.758460,-87.612330,614,1,"ASSAULT","SIMPLE"
41.953443,-87.744957,609,1,"THEFT","RETAIL THEFT"
41.893817,-87.773606,608,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.955154,-87.674836,605,1,"THEFT","FORCIBLE ENTRY"
41.890203,-87.765216,604,1,"NARCOTICS","FOUND SUSPECT NARCOTICS"
41.741278,-87.600683,600,1,"VANDALISM","TO VEHICLE"
41.792264,-87.615915,600,1,"THEFT","AUTOMOBILE"
41.874772,-87.745059,597,1,"OTHER OFFENSE","LICENSE VIOLATION"
42.014044,-87.684392,596,1,"OTHER OFFENSE","TELEPHONE THREAT"
41.877671,-87.702360,595,1,"VANDALISM","TO VEHICLE"
41.757743,-87.554238,592,1,"ASSAULT","SIMPLE"
41.906384,-87.627448,590,1,"ASSAULT","SIMPLE"
41.948007,-87.665256,590,1,"ASSAULT","SIMPLE"
41.976290,-87.905227,585,1,"THEFT","POCKET-PICKING"
41.980981,-87.806345,580,1,"OTHER OFFENSE","LICENSE VIOLATION"
41.756020,-87.604081,580,1,"THEFT","AUTOMOBILE"
41.873185,-87.743795,575,1,"OTHER OFFENSE","LICENSE VIOLATION"
41.653793,-87.597844,570,1,"OTHER OFFENSE","TELEPHONE THREAT"
41.981205,-87.807362,560,1,"OTHER OFFENSE","LICENSE VIOLATION"
41.757521,-87.621521,555,1,"VANDALISM","TO VEHICLE"
41.895732,-87.687784,551,1,"THEFT","RETAIL THEFT"
41.941115,-87.645524,551,1,"VANDALISM","TO VEHICLE"
41.757540,-87.621521,550,1,"VANDALISM","TO VEHICLE"
41.904409,-87.770589,545,1,"FRAUD","FINANCIAL IDENTITY THEFT $300 AND UNDER"
41.801367,-87.660785,543,1,"OTHER OFFENSE","VEHICLE TITLE / REGISTRATION OFFENSE"
41.731186,-87.551284,540,1,"OFFENSE INVOLVING CHILDREN","OTHER OFFENSE"
41.760275,-87.696577,540,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.802302,-87.692812,540,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.928621,-87.642285,530,1,"THEFT","AUTOMOBILE"
42.008226,-87.673785,525,1,"ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT"
41.765791,-87.572582,525,1,"ASSAULT","SIMPLE"
41.875679,-87.626575,510,1,"THEFT","$500 AND UNDER"
41.879689,-87.731655,510,1,"OTHER OFFENSE","TELEPHONE THREAT"
41.782640,-87.636419,495,1,"OTHER OFFENSE","FALSE / STOLEN / ALTERED TRP"
41.885505,-87.697142,485,1,"THEFT","ARMED - HANDGUN"
41.820256,-87.615507,480,1,"THEFT","FROM BUILDING"
41.900676,-87.684520,480,1,"VANDALISM","TO VEHICLE"
41.755822,-87.611406,480,1,"VANDALISM","TO PROPERTY"
41.947689,-87.646262,480,1,"THEFT","OVER $500"
41.905346,-87.688319,477,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.897627,-87.683159,470,1,"THEFT","$500 AND UNDER"
41.792884,-87.590290,465,1,"VANDALISM","TO VEHICLE"
41.740626,-87.653472,448,1,"ASSAULT","SIMPLE"
41.852868,-87.630915,445,1,"ASSAULT","AGGRAVATED OF A SENIOR CITIZEN"
41.894613,-87.710189,438,1,"OTHER OFFENSE","VEHICLE TITLE / REGISTRATION OFFENSE"
41.932403,-87.726995,435,1,"ASSAULT","AGGRAVATED - HANDGUN"
41.941414,-87.677278,431,1,"VANDALISM","TO VEHICLE"
41.948312,-87.645778,425,1,"THEFT","OVER $500"
41.907102,-87.727661,420,1,"THEFT","AUTOMOBILE"
41.848990,-87.625412,420,1,"THEFT","OVER $500"
41.899329,-87.771633,420,1,"VANDALISM","TO VEHICLE"
41.908431,-87.638510,420,1,"OTHER OFFENSE","TELEPHONE THREAT"
41.794731,-87.620277,415,1,"VANDALISM","TO VEHICLE"
41.922374,-87.703144,400,1,"THEFT","$500 AND UNDER"
41.880735,-87.628568,380,1,"THEFT","ARMED - OTHER DANGEROUS WEAPON"
41.841703,-87.723261,375,1,"THEFT","ARMED - KNIFE / CUTTING INSTRUMENT"
41.832057,-87.621786,368,1,"ASSAULT","SIMPLE"
41.689009,-87.618835,360,1,"THEFT","THEFT FROM MOTOR VEHICLE"
41.871731,-87.716650,360,1,"ASSAULT","SIMPLE"
41.945151,-87.822439,360,1,"ASSAULT","AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT"
41.871731,-87.716650,355,1,"ASSAULT","SIMPLE"
41.889620,-87.774961,345,1,"VANDALISM","TO RESIDENCE"
41.903077,-87.683673,345,1,"OTHER OFFENSE","TELEPHONE THREAT"
41.761572,-87.592095,337,1,"VANDALISM","TO VEHICLE"
41.867190,-87.716282,335,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.741548,-87.602534,330,1,"VANDALISM","TO VEHICLE"
41.932717,-87.751553,330,1,"THEFT","BURGLARY FROM MOTOR VEHICLE"
42.003036,-87.672315,330,1,"THEFT","STRONG ARM - NO WEAPON"
41.793154,-87.671843,327,1,"OTHER OFFENSE","HARASSMENT BY TELEPHONE"
41.977211,-87.681883,312,1,"VANDALISM","TO VEHICLE"
41.876714,-87.750696,310,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.779975,-87.630937,305,1,"THEFT","POCKET-PICKING"
41.974103,-87.842772,303,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.691451,-87.612123,302,1,"ASSAULT","SIMPLE"
41.780336,-87.697082,300,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.930602,-87.740456,300,1,"THEFT","THEFT FROM MOTOR VEHICLE"
41.888489,-87.752917,300,1,"ASSAULT","SIMPLE"
41.871835,-87.626151,300,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.772205,-87.663319,299,1,"THEFT","FORCIBLE ENTRY"
41.754824,-87.551093,298,1,"ASSAULT","SIMPLE"
41.762474,-87.708710,280,1,"STALKING","SIMPLE"
41.949986,-87.731288,278,1,"VANDALISM","TO VEHICLE"
41.949986,-87.731288,278,1,"VANDALISM","TO VEHICLE"
41.977770,-87.685140,273,1,"THEFT","OVER $500"
41.958161,-87.716722,270,1,"THEFT","OVER $500"
41.969805,-87.751620,270,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.885853,-87.664300,259,1,"THEFT","ATTEMPT ARMED - HANDGUN"
41.861001,-87.648006,250,1,"VANDALISM","CRIMINAL DEFACEMENT"
41.764749,-87.644402,245,1,"THEFT","FORCIBLE ENTRY"
41.761498,-87.592092,244,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.910169,-87.702878,242,1,"THEFT","FORCIBLE ENTRY"
41.882262,-87.698779,240,1,"THEFT","AUTOMOBILE"
41.989293,-87.705537,240,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.782028,-87.791159,238,1,"VANDALISM","TO PROPERTY"
41.885393,-87.663548,237,1,"ASSAULT","SIMPLE"
41.845585,-87.726212,226,1,"ASSAULT","AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY"
41.897022,-87.629781,225,1,"ASSAULT","SIMPLE"
41.910251,-87.744671,210,1,"VANDALISM","TO VEHICLE"
41.751688,-87.569564,210,1,"THEFT","FORCIBLE ENTRY"
41.881247,-87.761575,210,1,"THEFT","OVER $500"
41.936276,-87.668540,210,1,"THEFT","THEFT FROM MOTOR VEHICLE"
41.960818,-87.739297,200,1,"ASSAULT","SIMPLE"
41.958459,-87.652000,196,1,"VANDALISM","TO VEHICLE"
41.944899,-87.772652,191,1,"OTHER OFFENSE","OTHER CRIME AGAINST PERSON"
41.691319,-87.653062,185,1,"HOMICIDE","FIRST DEGREE MURDER"
41.917601,-87.732691,180,1,"THEFT","OVER $500"
41.755212,-87.675704,180,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.767798,-87.571448,180,1,"THEFT","$500 AND UNDER"
41.953958,-87.701366,175,1,"ASSAULT","SIMPLE"
41.885393,-87.663548,170,1,"ASSAULT","SIMPLE"
41.801166,-87.752759,170,1,"WEAPONS","RECKLESS FIREARM DISCHARGE"
41.901747,-87.645051,160,1,"ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON"
41.934205,-87.687944,158,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.900060,-87.721344,150,1,"THEFT","OVER $500"
41.768357,-87.619576,150,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.937265,-87.766452,149,1,"THEFT","OVER $500"
41.890014,-87.631665,140,1,"ASSAULT","SIMPLE"
41.823666,-87.603072,138,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.703570,-87.684027,129,1,"NARCOTICS","POSSESS - CANNABIS MORE THAN 30 GRAMS"
41.986113,-87.656693,128,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.809668,-87.689364,127,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.886945,-87.615529,124,1,"ASSAULT","SIMPLE"
41.768357,-87.619576,120,1,"ASSAULT","NON-AGGRAVATED"
41.748766,-87.602683,120,1,"OTHER OFFENSE","VIOLATE ORDER OF PROTECTION"
41.893677,-87.631177,120,1,"ASSAULT","SIMPLE"
41.776511,-87.681000,120,1,"VANDALISM","TO VEHICLE"
41.950511,-87.649599,120,1,"VANDALISM","TO VEHICLE"
41.995376,-87.715494,110,1,"THEFT","AGGRAVATED"
41.950014,-87.649575,105,1,"ASSAULT","SIMPLE"
41.841419,-87.621965,101,1,"THEFT","ATTEMPT - AUTOMOBILE"
41.769346,-87.674452,100,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.885161,-87.623907,100,1,"THEFT","ARMED - HANDGUN"
41.937432,-87.766458,99,1,"ASSAULT","SIMPLE"
41.921827,-87.672809,90,1,"THEFT","UNLAWFUL ENTRY"
41.807813,-87.597978,90,1,"THEFT","THEFT FROM MOTOR VEHICLE"
41.735586,-87.678399,90,1,"THEFT","AUTOMOBILE"
41.768434,-87.674260,76,1,"THEFT","UNLAWFUL ENTRY"
41.776934,-87.590257,70,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.885393,-87.663548,70,1,"ASSAULT","SIMPLE"
41.934305,-87.641485,69,1,"THEFT","ARMED - HANDGUN"
41.893384,-87.664419,60,1,"THEFT","OVER $500"
41.767449,-87.585957,60,1,"VANDALISM","TO VEHICLE"
41.901488,-87.726267,60,1,"THEFT","STRONG ARM - NO WEAPON"
41.973073,-87.774597,60,1,"ASSAULT","SIMPLE"
41.946341,-87.656279,60,1,"THEFT","ARMED - HANDGUN"
41.732770,-87.578043,60,1,"ASSAULT","AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY"
41.937432,-87.766458,47,1,"ASSAULT","PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY"
41.840681,-87.623265,40,1,"FRAUD","ILLEGAL USE CASH CARD"
41.773045,-87.690801,40,1,"THEFT","AUTOMOBILE"
41.805765,-87.673404,39,1,"WEAPONS","RECKLESS FIREARM DISCHARGE"
41.912137,-87.726405,35,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.715804,-87.595797,34,1,"VANDALISM","TO PROPERTY"
41.699646,-87.641750,31,1,"THEFT","THEFT / RECOVERY - AUTOMOBILE"
41.789567,-87.671752,30,1,"ASSAULT","SIMPLE"
41.758085,-87.565145,30,1,"THEFT","BURGLARY FROM MOTOR VEHICLE"
41.932862,-87.641703,30,1,"ASSAULT","SIMPLE"
41.857742,-87.669680,26,1,"VANDALISM","TO PROPERTY"
41.884443,-87.746079,21,1,"OTHER OFFENSE","OTHER WEAPONS VIOLATION"
41.775710,-87.640761,16,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.895446,-87.718053,10,1,"WEAPONS","UNLAWFUL POSSESSION - HANDGUN"
41.760435,-87.664915,7,1,"OTHER OFFENSE","VIOLATE ORDER OF PROTECTION"
41.715804,-87.595797,5,1,"ASSAULT","AGGRAVATED - OTHER FIREARM"
42.002543,-87.817595,2,1,"ASSAULT","AGGRAVATED - HANDS, FISTS, FEET, SERIOUS INJURY"
41.718850,-87.669078,1,1,"THEFT","THEFT FROM MOTOR VEHICLE"
41.874716,-87.676478,1,1,"THEFT","FORCIBLE ENTRY"
41.810729,-87.601726,1,1,"OTHER OFFENSE","HARASSMENT BY TELEPHONE"
41.788770,-87.716448,0,1,"OTHER OFFENSE","HARASSMENT BY TELEPHONE"
41.723189,-87.611761,0,1,"ASSAULT","AGGRAVATED - OTHER"
41.752019,-87.614978,0,1,"FRAUD","ILLEGAL USE CASH CARD"
41.690986,-87.669841,0,1,"THEFT","OVER $500"
41.873908,-87.632605,0,1,"THEFT","AUTOMOBILE"
41.992845,-87.780350,0,1,"OTHER OFFENSE","TELEPHONE THREAT"
41.691820,-87.678016,0,1,"VANDALISM","TO PROPERTY"
41.884470,-87.650337,0,1,"THEFT","$500 AND UNDER"
41.793727,-87.660260,0,1,"THEFT","AUTOMOBILE"
41.944160,-87.758055,0,1,"VANDALISM","TO VEHICLE"
41.880153,-87.697478,0,1,"THEFT","FORCIBLE ENTRY"
41.720497,-87.538912,1430,1,"ASSAULT","AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON"
41.753400,-87.646543,1429,1,"THEFT","HOME INVASION"
41.722884,-87.617801,1427,1,"ASSAULT","SIMPLE"
42.002543,-87.817595,1425,1,"ASSAULT","SIMPLE"
41.998936,-87.657576,1413,1,"VANDALISM","TO LAND"
41.975814,-87.699579,1407,1,"ASSAULT","SIMPLE"
41.895141,-87.624256,1405,1,"VANDALISM","TO LAND"
41.705722,-87.701312,1403,1,"VANDALISM","TO CITY OF CHICAGO PROPERTY"
41.945911,-87.655475,1395,1,"THEFT","FROM BUILDING"
41.718669,-87.537700,1391,1,"VANDALISM","TO RESIDENCE"
41.903967,-87.764385,1391,1,"ASSAULT","AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY"
41.943109,-87.649366,1390,1,"THEFT","OVER $500"
41.916140,-87.728968,1382,1,"VANDALISM","TO PROPERTY"
41.882259,-87.763674,1381,1,"VANDALISM","TO RESIDENCE"
41.749798,-87.624512,1380,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.972939,-87.846517,1380,1,"THEFT","AUTOMOBILE"
41.759638,-87.610282,1380,1,"THEFT","OVER $500"
42.002816,-87.906094,1375,1,"PUBLIC PEACE VIOLATION","OTHER VIOLATION"
41.760328,-87.702697,1370,1,"NARCOTICS","FOUND SUSPECT NARCOTICS"
41.968640,-87.765056,1368,1,"ASSAULT","SIMPLE"
41.883092,-87.679939,1367,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.700365,-87.563991,1365,1,"ASSAULT","SIMPLE"
41.775136,-87.590282,1365,1,"ASSAULT","AGGRAVATED - HANDGUN"
41.775339,-87.640751,1362,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.889984,-87.657862,1360,1,"VANDALISM","TO VEHICLE"
41.684663,-87.628871,1360,1,"ASSAULT","SIMPLE"
41.761661,-87.558238,1356,1,"ASSAULT","SIMPLE"
41.684663,-87.628871,1354,1,"OTHER OFFENSE","VIOLATE ORDER OF PROTECTION"
41.780604,-87.693435,1350,1,"OTHER OFFENSE","TELEPHONE THREAT"
41.867917,-87.640744,1350,1,"ASSAULT","SIMPLE"
41.974363,-87.741881,1350,1,"THEFT","THEFT FROM MOTOR VEHICLE"
41.883886,-87.674257,1350,1,"THEFT","AUTOMOBILE"
41.853422,-87.730293,1350,1,"THEFT","THEFT / RECOVERY - AUTOMOBILE"
41.714014,-87.659078,1345,1,"PUBLIC PEACE VIOLATION","TIRE DEFLATION DEVICE DEPLOYMENT"
41.859981,-87.712798,1343,1,"ASSAULT","AGGRAVATED - HANDGUN"
41.812420,-87.606630,1343,1,"THEFT","STRONG ARM - NO WEAPON"
41.973885,-87.657749,1338,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.866401,-87.705974,1335,1,"THEFT","ATTEMPT - AUTOMOBILE"
41.880170,-87.701179,1330,1,"PUBLIC PEACE VIOLATION","TIRE DEFLATION DEVICE DEPLOYMENT"
41.753367,-87.642893,1330,1,"ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON"
41.915970,-87.675941,1326,1,"ASSAULT","SIMPLE"
41.742221,-87.655943,1320,1,"THEFT","AUTOMOBILE"
41.775190,-87.711501,1320,1,"ASSAULT","SIMPLE"
41.946175,-87.662177,1320,1,"THEFT","ARMED - HANDGUN"
41.752381,-87.610114,1320,1,"ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON"
41.805846,-87.609763,1320,1,"ASSAULT","SIMPLE"
41.718665,-87.568296,1320,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.882005,-87.728948,1320,1,"ASSAULT","AGGRAVATED - HANDGUN"
41.718669,-87.537700,1320,1,"ASSAULT","AGGRAVATED - HANDS, FISTS, FEET, SERIOUS INJURY"
41.929983,-87.767417,1320,1,"VANDALISM","TO VEHICLE"
41.824440,-87.703136,1320,1,"THEFT","UNLAWFUL ENTRY"
41.965636,-87.736542,1320,1,"THEFT","FORCIBLE ENTRY"
41.946859,-87.678943,1320,1,"VANDALISM","TO PROPERTY"
41.850809,-87.729573,1320,1,"THEFT","AUTOMOBILE"
41.702758,-87.542221,1310,1,"THEFT","OVER $500"
